"","id","sleep_day","total_sleep_records","total_minutes_asleep","total_time_in_bed","hours_in_bed","hours_asleep","time_taken_to_sleep"
"66",2320127002,2020-04-23,1,61,69,1.15,1.02,0.13
"67",2347167796,2020-04-13,1,467,531,8.85,7.78,1.07
"68",2347167796,2020-04-14,1,445,489,8.15,7.42,0.73
"69",2347167796,2020-04-15,1,452,504,8.4,7.53,0.87
"70",2347167796,2020-04-17,1,556,602,10.03,9.27,0.76
"71",2347167796,2020-04-18,1,500,557,9.28,8.33,0.949999999999999
"72",2347167796,2020-04-19,1,465,514,8.57,7.75,0.82
"73",2347167796,2020-04-21,1,460,484,8.07,7.67,0.4
"74",2347167796,2020-04-22,1,405,461,7.68,6.75,0.93
"75",2347167796,2020-04-23,1,374,386,6.43,6.23,0.199999999999999
"76",2347167796,2020-04-24,1,442,459,7.65,7.37,0.28
"77",2347167796,2020-04-25,1,433,471,7.85,7.22,0.63
"78",2347167796,2020-04-26,1,436,490,8.17,7.27,0.9
"79",2347167796,2020-04-27,1,448,499,8.32,7.47,0.85
"80",2347167796,2020-04-28,1,408,450,7.5,6.8,0.7
"81",2347167796,2020-04-29,1,411,473,7.88,6.85,1.03
"82",3977333714,2020-04-12,1,274,469,7.82,4.57,3.25
"83",3977333714,2020-04-13,2,295,456,7.6,4.92,2.68
"84",3977333714,2020-04-14,1,291,397,6.62,4.85,1.77
"85",3977333714,2020-04-15,1,424,556,9.27,7.07,2.2
"86",3977333714,2020-04-16,1,283,510,8.5,4.72,3.78
"87",3977333714,2020-04-17,1,381,566,9.43,6.35,3.08
"88",3977333714,2020-04-18,2,412,522,8.7,6.87,1.83
"89",3977333714,2020-04-19,1,219,395,6.58,3.65,2.93
"90",3977333714,2020-04-20,2,152,305,5.08,2.53,2.55
"91",3977333714,2020-04-21,1,332,512,8.53,5.53,3
"92",3977333714,2020-04-22,1,355,476,7.93,5.92,2.01
"93",3977333714,2020-04-23,1,235,372,6.2,3.92,2.28
"94",3977333714,2020-04-24,1,310,526,8.77,5.17,3.6
"95",3977333714,2020-04-25,1,262,467,7.78,4.37,3.41
"96",3977333714,2020-04-26,1,250,371,6.18,4.17,2.01
"97",3977333714,2020-04-27,1,349,540,9,5.82,3.18
"98",3977333714,2020-04-28,1,261,423,7.05,4.35,2.7
"99",3977333714,2020-04-29,1,333,478,7.97,5.55,2.42
"100",3977333714,2020-04-30,1,237,382,6.37,3.95,2.42
"101",3977333714,2020-05-01,1,383,626,10.43,6.38,4.05
"102",3977333714,2020-05-02,1,230,384,6.4,3.83,2.57
"103",3977333714,2020-05-03,1,292,500,8.33,4.87,3.46
"104",3977333714,2020-05-04,1,213,336,5.6,3.55,2.05
"105",3977333714,2020-05-05,1,318,480,8,5.3,2.7
"106",3977333714,2020-05-06,1,323,512,8.53,5.38,3.15
"107",3977333714,2020-05-07,1,237,443,7.38,3.95,3.43
"108",3977333714,2020-05-08,2,259,456,7.6,4.32,3.28
"109",3977333714,2020-05-10,1,312,452,7.53,5.2,2.33
"110",4020332650,2020-04-12,1,501,541,9.02,8.35,0.67
"111",4020332650,2020-04-16,1,77,77,1.28,1.28,0
"112",4020332650,2020-05-03,1,322,332,5.53,5.37,0.16
"113",4020332650,2020-05-04,1,478,536,8.93,7.97,0.96
"114",4020332650,2020-05-05,1,226,248,4.13,3.77,0.36
"115",4020332650,2020-05-06,1,385,408,6.8,6.42,0.38
"116",4020332650,2020-05-08,1,364,402,6.7,6.07,0.63
"117",4020332650,2020-05-10,1,442,494,8.23,7.37,0.86
"118",4319703577,2020-04-14,1,535,557,9.28,8.92,0.359999999999999
"119",4319703577,2020-04-15,1,465,491,8.18,7.75,0.43
"120",4319703577,2020-04-16,1,506,522,8.7,8.43,0.27
"121",4319703577,2020-04-18,1,515,551,9.18,8.58,0.6
"122",4319703577,2020-04-19,2,461,498,8.3,7.68,0.620000000000001
"123",4319703577,2020-04-20,1,523,543,9.05,8.72,0.33
"124",4319703577,2020-04-21,1,59,65,1.08,0.98,0.1
"125",4319703577,2020-04-22,1,533,550,9.17,8.88,0.289999999999999
"126",4319703577,2020-04-23,1,692,722,12.03,11.53,0.5
"127",4319703577,2020-04-24,1,467,501,8.35,7.78,0.569999999999999
"128",4319703577,2020-04-25,1,488,506,8.43,8.13,0.299999999999999
"129",4319703577,2020-04-26,1,505,516,8.6,8.42,0.18
"130",4319703577,2020-04-27,1,286,307,5.12,4.77,0.350000000000001
"131",4319703577,2020-04-28,1,497,522,8.7,8.28,0.42
"132",4319703577,2020-04-29,1,523,546,9.1,8.72,0.379999999999999
"133",4319703577,2020-04-30,1,490,516,8.6,8.17,0.43
"134",4319703577,2020-05-01,1,484,500,8.33,8.07,0.26
"135",4319703577,2020-05-02,1,478,506,8.43,7.97,0.46
"136",4319703577,2020-05-03,1,474,512,8.53,7.9,0.629999999999999
"137",4319703577,2020-05-06,1,450,491,8.18,7.5,0.68
"138",4319703577,2020-05-07,1,507,530,8.83,8.45,0.380000000000001
"139",4319703577,2020-05-08,1,602,638,10.63,10.03,0.600000000000001
"140",4319703577,2020-05-09,1,535,565,9.42,8.92,0.5
"141",4319703577,2020-05-10,1,487,517,8.62,8.12,0.5
"142",4319703577,2020-05-11,1,529,558,9.3,8.82,0.48
"143",4319703577,2020-05-12,1,302,321,5.35,5.03,0.319999999999999
"144",4388161847,2020-04-15,1,499,526,8.77,8.32,0.449999999999999
"145",4388161847,2020-04-16,2,426,448,7.47,7.1,0.37
"146",4388161847,2020-04-17,2,619,641,10.68,10.32,0.359999999999999
"147",4388161847,2020-04-18,1,99,104,1.73,1.65,0.0800000000000001
"148",4388161847,2020-04-19,1,329,338,5.63,5.48,0.149999999999999
"149",4388161847,2020-04-20,1,421,451,7.52,7.02,0.5
"150",4388161847,2020-04-21,1,442,458,7.63,7.37,0.26
"151",4388161847,2020-04-22,1,82,85,1.42,1.37,0.0499999999999998
"152",4388161847,2020-04-23,1,478,501,8.35,7.97,0.38
"153",4388161847,2020-04-24,3,552,595,9.92,9.2,0.720000000000001
"154",4388161847,2020-04-26,1,319,346,5.77,5.32,0.449999999999999
"155",4388161847,2020-04-27,1,439,500,8.33,7.32,1.01
"156",4388161847,2020-04-28,1,428,458,7.63,7.13,0.5
"157",4388161847,2020-04-30,2,409,430,7.17,6.82,0.35
"158",4388161847,2020-05-01,1,547,597,9.95,9.12,0.83
"159",4388161847,2020-05-02,2,368,376,6.27,6.13,0.14
"160",4388161847,2020-05-04,1,390,414,6.9,6.5,0.4
"161",4388161847,2020-05-05,1,471,495,8.25,7.85,0.4
"163",4388161847,2020-05-07,1,472,496,8.27,7.87,0.399999999999999
"164",4388161847,2020-05-08,2,529,541,9.02,8.82,0.199999999999999
"165",4388161847,2020-05-09,1,62,65,1.08,1.03,0.05
"166",4388161847,2020-05-10,1,354,375,6.25,5.9,0.35
"167",4388161847,2020-05-11,1,469,494,8.23,7.82,0.41
"168",4445114986,2020-04-12,2,429,457,7.62,7.15,0.47
"169",4445114986,2020-04-13,2,370,406,6.77,6.17,0.6
"170",4445114986,2020-04-14,1,441,492,8.2,7.35,0.85
"171",4445114986,2020-04-15,2,337,379,6.32,5.62,0.7
"172",4445114986,2020-04-16,1,462,499,8.32,7.7,0.62
"173",4445114986,2020-04-17,1,98,107,1.78,1.63,0.15
"174",4445114986,2020-04-19,2,388,424,7.07,6.47,0.6
"175",4445114986,2020-04-20,1,439,462,7.7,7.32,0.38
"176",4445114986,2020-04-21,1,436,469,7.82,7.27,0.550000000000001
"177",4445114986,2020-04-22,1,388,417,6.95,6.47,0.48
"178",4445114986,2020-04-25,1,328,345,5.75,5.47,0.28
"179",4445114986,2020-04-26,2,353,391,6.52,5.88,0.64
"180",4445114986,2020-04-27,1,332,374,6.23,5.53,0.7
"181",4445114986,2020-04-28,1,419,442,7.37,6.98,0.39
"182",4445114986,2020-04-29,1,106,108,1.8,1.77,0.03
"183",4445114986,2020-04-30,1,322,353,5.88,5.37,0.51
"184",4445114986,2020-05-01,2,439,459,7.65,7.32,0.33
"185",4445114986,2020-05-02,1,502,542,9.03,8.37,0.66
"186",4445114986,2020-05-03,2,417,450,7.5,6.95,0.55
"187",4445114986,2020-05-04,2,337,363,6.05,5.62,0.43
"188",4445114986,2020-05-05,2,462,513,8.55,7.7,0.85
"189",4445114986,2020-05-06,2,374,402,6.7,6.23,0.47
"190",4445114986,2020-05-07,2,401,436,7.27,6.68,0.59
"191",4445114986,2020-05-08,1,361,391,6.52,6.02,0.5
"192",4445114986,2020-05-09,1,457,533,8.88,7.62,1.26
"193",4445114986,2020-05-10,1,405,426,7.1,6.75,0.35
"194",4445114986,2020-05-11,1,499,530,8.83,8.32,0.51
"195",4445114986,2020-05-12,1,483,501,8.35,8.05,0.299999999999999
"196",4558609924,2020-04-21,1,126,137,2.28,2.1,0.18
"197",4558609924,2020-04-26,1,103,121,2.02,1.72,0.3
"198",4558609924,2020-04-29,1,171,179,2.98,2.85,0.13
"199",4558609924,2020-05-01,1,115,129,2.15,1.92,0.23
"200",4558609924,2020-05-08,1,123,134,2.23,2.05,0.18
"201",4702921684,2020-04-12,1,425,439,7.32,7.08,0.24
"202",4702921684,2020-04-13,2,400,430,7.17,6.67,0.5
"203",4702921684,2020-04-14,1,384,415,6.92,6.4,0.52
"204",4702921684,2020-04-15,1,253,257,4.28,4.22,0.0600000000000005
"205",4702921684,2020-04-16,2,382,406,6.77,6.37,0.399999999999999
"206",4702921684,2020-04-17,1,591,612,10.2,9.85,0.35
"207",4702921684,2020-04-18,1,293,312,5.2,4.88,0.32
"208",4702921684,2020-04-19,1,457,487,8.12,7.62,0.499999999999999
"209",4702921684,2020-04-20,1,454,468,7.8,7.57,0.23
"210",4702921684,2020-04-21,1,425,434,7.23,7.08,0.15
"211",4702921684,2020-04-23,1,465,475,7.92,7.75,0.17
"212",4702921684,2020-04-24,1,480,506,8.43,8,0.43
"213",4702921684,2020-04-25,1,370,380,6.33,6.17,0.16
"214",4702921684,2020-04-26,1,421,429,7.15,7.02,0.130000000000001
"215",4702921684,2020-04-27,1,432,449,7.48,7.2,0.28
"216",4702921684,2020-04-28,1,442,461,7.68,7.37,0.31
"217",4702921684,2020-04-29,1,433,447,7.45,7.22,0.23
"218",4702921684,2020-04-30,1,479,501,8.35,7.98,0.369999999999999
"219",4702921684,2020-05-03,1,327,373,6.22,5.45,0.77
"220",4702921684,2020-05-04,1,412,434,7.23,6.87,0.36
"221",4702921684,2020-05-05,1,414,428,7.13,6.9,0.23
"222",4702921684,2020-05-06,1,404,449,7.48,6.73,0.75
"223",4702921684,2020-05-07,1,520,543,9.05,8.67,0.380000000000001
"225",4702921684,2020-05-09,1,435,458,7.63,7.25,0.38
"226",4702921684,2020-05-10,1,416,431,7.18,6.93,0.25
"227",4702921684,2020-05-11,1,354,366,6.1,5.9,0.199999999999999
"228",4702921684,2020-05-12,1,404,442,7.37,6.73,0.64
"229",5553957443,2020-04-12,1,441,464,7.73,7.35,0.380000000000001
"230",5553957443,2020-04-13,2,455,488,8.13,7.58,0.550000000000001
"231",5553957443,2020-04-14,1,357,418,6.97,5.95,1.02
"232",5553957443,2020-04-15,1,377,409,6.82,6.28,0.54
"233",5553957443,2020-04-16,2,651,686,11.43,10.85,0.58
"234",5553957443,2020-04-17,1,350,402,6.7,5.83,0.87
"235",5553957443,2020-04-18,2,520,541,9.02,8.67,0.35
"236",5553957443,2020-04-19,1,357,410,6.83,5.95,0.88
"237",5553957443,2020-04-20,1,658,678,11.3,10.97,0.33
"238",5553957443,2020-04-21,1,399,431,7.18,6.65,0.529999999999999
"239",5553957443,2020-04-22,1,322,353,5.88,5.37,0.51
"240",5553957443,2020-04-23,2,631,725,12.08,10.52,1.56
"241",5553957443,2020-04-24,2,553,640,10.67,9.22,1.45
"242",5553957443,2020-04-25,1,433,468,7.8,7.22,0.58
"243",5553957443,2020-04-26,1,412,453,7.55,6.87,0.68
"244",5553957443,2020-04-27,1,347,391,6.52,5.78,0.739999999999999
"245",5553957443,2020-04-28,1,421,457,7.62,7.02,0.6
"246",5553957443,2020-04-29,1,450,495,8.25,7.5,0.75
"247",5553957443,2020-04-30,2,775,843,14.05,12.92,1.13
"248",5553957443,2020-05-01,2,622,686,11.43,10.37,1.06
"249",5553957443,2020-05-02,1,409,471,7.85,6.82,1.03
"250",5553957443,2020-05-03,1,380,429,7.15,6.33,0.82
"251",5553957443,2020-05-04,1,447,470,7.83,7.45,0.38
"252",5553957443,2020-05-05,1,419,464,7.73,6.98,0.75
"253",5553957443,2020-05-06,1,400,434,7.23,6.67,0.56
"254",5553957443,2020-05-07,1,442,470,7.83,7.37,0.46
"255",5553957443,2020-05-08,1,568,608,10.13,9.47,0.66
"256",5553957443,2020-05-09,1,453,494,8.23,7.55,0.680000000000001
"257",5553957443,2020-05-10,1,418,443,7.38,6.97,0.41
"258",5553957443,2020-05-11,1,463,486,8.1,7.72,0.38
"259",5553957443,2020-05-12,1,438,475,7.92,7.3,0.62
"260",5577150313,2020-04-12,1,419,438,7.3,6.98,0.319999999999999
"261",5577150313,2020-04-13,1,432,458,7.63,7.2,0.43
"262",5577150313,2020-04-14,1,477,497,8.28,7.95,0.329999999999999
"263",5577150313,2020-04-15,1,392,413,6.88,6.53,0.35
"264",5577150313,2020-04-16,1,406,445,7.42,6.77,0.65
"265",5577150313,2020-04-17,1,549,583,9.72,9.15,0.57
"266",5577150313,2020-04-18,1,527,553,9.22,8.78,0.440000000000001
"267",5577150313,2020-04-19,1,449,465,7.75,7.48,0.27
"268",5577150313,2020-04-20,1,447,480,8,7.45,0.55
"269",5577150313,2020-04-21,1,414,437,7.28,6.9,0.38
"270",5577150313,2020-04-22,1,338,366,6.1,5.63,0.47
"271",5577150313,2020-04-23,1,384,402,6.7,6.4,0.3
"272",5577150313,2020-04-24,1,543,615,10.25,9.05,1.2
"273",5577150313,2020-04-25,1,421,461,7.68,7.02,0.66
"274",5577150313,2020-04-26,1,354,377,6.28,5.9,0.38
"275",5577150313,2020-04-27,1,424,452,7.53,7.07,0.46
"276",5577150313,2020-04-28,1,361,372,6.2,6.02,0.180000000000001
"277",5577150313,2020-04-29,1,459,485,8.08,7.65,0.43
"278",5577150313,2020-04-30,1,412,433,7.22,6.87,0.35
"279",5577150313,2020-05-01,1,379,398,6.63,6.32,0.31
"280",5577150313,2020-05-02,2,525,553,9.22,8.75,0.470000000000001
"281",5577150313,2020-05-03,1,508,543,9.05,8.47,0.58
"282",5577150313,2020-05-04,1,603,634,10.57,10.05,0.52
"283",5577150313,2020-05-05,1,74,78,1.3,1.23,0.0700000000000001
"284",5577150313,2020-05-10,1,504,562,9.37,8.4,0.969999999999999
"285",5577150313,2020-05-11,1,431,476,7.93,7.18,0.75
"286",6117666160,2020-04-16,1,380,398,6.63,6.33,0.3
"287",6117666160,2020-04-17,2,336,350,5.83,5.6,0.23
"288",6117666160,2020-04-18,2,493,510,8.5,8.22,0.279999999999999
"289",6117666160,2020-04-19,1,465,492,8.2,7.75,0.449999999999999
"290",6117666160,2020-04-20,1,474,502,8.37,7.9,0.469999999999999
"291",6117666160,2020-04-21,1,508,550,9.17,8.47,0.699999999999999
"292",6117666160,2020-04-22,1,480,546,9.1,8,1.1
"293",6117666160,2020-04-23,1,492,539,8.98,8.2,0.780000000000001
"294",6117666160,2020-04-24,1,353,367,6.12,5.88,0.24
"295",6117666160,2020-04-27,1,542,557,9.28,9.03,0.25
"296",6117666160,2020-04-28,1,393,416,6.93,6.55,0.38
"297",6117666160,2020-04-29,1,600,636,10.6,10,0.6
"298",6117666160,2020-05-01,1,507,575,9.58,8.45,1.13
"299",6117666160,2020-05-05,1,392,415,6.92,6.53,0.39
"300",6117666160,2020-05-06,2,658,698,11.63,10.97,0.66
"301",6117666160,2020-05-07,2,498,507,8.45,8.3,0.149999999999999
"302",6117666160,2020-05-08,1,555,603,10.05,9.25,0.800000000000001
"303",6117666160,2020-05-09,1,492,522,8.7,8.2,0.5
"304",6775888955,2020-04-13,1,235,260,4.33,3.92,0.41
"305",6775888955,2020-04-14,1,423,441,7.35,7.05,0.3
"306",6775888955,2020-04-15,1,391,406,6.77,6.52,0.25
"307",6962181067,2020-04-12,1,366,387,6.45,6.1,0.350000000000001
"308",6962181067,2020-04-13,3,630,679,11.32,10.5,0.82
"309",6962181067,2020-04-14,2,508,535,8.92,8.47,0.449999999999999
"310",6962181067,2020-04-15,1,370,386,6.43,6.17,0.26
"311",6962181067,2020-04-16,1,357,366,6.1,5.95,0.149999999999999
"312",6962181067,2020-04-17,1,427,446,7.43,7.12,0.31
"313",6962181067,2020-04-18,1,442,458,7.63,7.37,0.26
"314",6962181067,2020-04-19,1,476,535,8.92,7.93,0.99
"315",6962181067,2020-04-20,1,418,424,7.07,6.97,0.100000000000001
"316",6962181067,2020-04-21,1,451,457,7.62,7.52,0.100000000000001
"317",6962181067,2020-04-22,1,425,435,7.25,7.08,0.17
"318",6962181067,2020-04-23,1,528,546,9.1,8.8,0.299999999999999
"319",6962181067,2020-04-24,1,511,514,8.57,8.52,0.0500000000000007
"320",6962181067,2020-04-25,1,400,415,6.92,6.67,0.25
"321",6962181067,2020-04-26,1,441,446,7.43,7.35,0.0800000000000001
"322",6962181067,2020-04-27,1,455,467,7.78,7.58,0.2
"323",6962181067,2020-04-28,1,440,453,7.55,7.33,0.22
"324",6962181067,2020-04-29,1,433,447,7.45,7.22,0.23
"325",6962181067,2020-04-30,1,422,424,7.07,7.03,0.04
"326",6962181067,2020-05-01,1,411,426,7.1,6.85,0.25
"327",6962181067,2020-05-02,1,466,482,8.03,7.77,0.26
"328",6962181067,2020-05-03,1,394,418,6.97,6.57,0.399999999999999
"329",6962181067,2020-05-04,1,442,455,7.58,7.37,0.21
"330",6962181067,2020-05-05,1,467,491,8.18,7.78,0.399999999999999
"331",6962181067,2020-05-06,1,443,462,7.7,7.38,0.32
"332",6962181067,2020-05-07,1,298,334,5.57,4.97,0.6
"333",6962181067,2020-05-08,1,541,569,9.48,9.02,0.460000000000001
"334",6962181067,2020-05-09,1,489,497,8.28,8.15,0.129999999999999
"335",6962181067,2020-05-10,1,469,481,8.02,7.82,0.199999999999999
"336",6962181067,2020-05-11,1,452,480,8,7.53,0.47
"337",6962181067,2020-05-12,1,516,535,8.92,8.6,0.32
"338",7007744171,2020-04-16,1,79,82,1.37,1.32,0.05
"339",7007744171,2020-05-01,1,58,61,1.02,0.97,0.05
"340",7086361926,2020-04-12,1,514,525,8.75,8.57,0.18
"341",7086361926,2020-04-13,1,451,465,7.75,7.52,0.23
"342",7086361926,2020-04-14,1,472,476,7.93,7.87,0.0599999999999996
"343",7086361926,2020-04-15,1,377,386,6.43,6.28,0.149999999999999
"344",7086361926,2020-04-19,1,472,483,8.05,7.87,0.180000000000001
"345",7086361926,2020-04-20,1,492,502,8.37,8.2,0.17
"346",7086361926,2020-04-21,1,390,411,6.85,6.5,0.35
"347",7086361926,2020-04-22,1,428,448,7.47,7.13,0.34
"348",7086361926,2020-04-24,1,681,704,11.73,11.35,0.380000000000001
"349",7086361926,2020-04-25,1,446,447,7.45,7.43,0.0200000000000005
"350",7086361926,2020-04-26,1,485,500,8.33,8.08,0.25
"351",7086361926,2020-04-27,1,469,479,7.98,7.82,0.16
"352",7086361926,2020-04-28,1,354,367,6.12,5.9,0.22
"353",7086361926,2020-04-30,1,485,489,8.15,8.08,0.0700000000000003
"354",7086361926,2020-05-01,1,388,407,6.78,6.47,0.31
"355",7086361926,2020-05-02,1,440,459,7.65,7.33,0.32
"356",7086361926,2020-05-03,1,456,461,7.68,7.6,0.0800000000000001
"357",7086361926,2020-05-04,1,420,436,7.27,7,0.27
"358",7086361926,2020-05-06,1,322,333,5.55,5.37,0.18
"359",7086361926,2020-05-07,1,530,548,9.13,8.83,0.300000000000001
"360",7086361926,2020-05-08,1,481,510,8.5,8.02,0.48
"361",7086361926,2020-05-09,1,427,438,7.3,7.12,0.18
"362",7086361926,2020-05-11,1,451,463,7.72,7.52,0.2
"363",7086361926,2020-05-12,1,444,457,7.62,7.4,0.22
"364",8053475328,2020-04-20,1,486,493,8.22,8.1,0.120000000000001
"365",8053475328,2020-04-23,1,331,337,5.62,5.52,0.100000000000001
"366",8053475328,2020-05-07,1,74,75,1.25,1.23,0.02
"367",8378563200,2020-04-12,1,338,356,5.93,5.63,0.3
"368",8378563200,2020-04-13,2,447,487,8.12,7.45,0.669999999999999
"369",8378563200,2020-04-14,1,424,455,7.58,7.07,0.51
"370",8378563200,2020-04-15,1,513,533,8.88,8.55,0.33
"371",8378563200,2020-04-16,2,611,689,11.48,10.18,1.3
"372",8378563200,2020-04-17,2,525,591,9.85,8.75,1.1
"373",8378563200,2020-04-18,1,398,451,7.52,6.63,0.89
"374",8378563200,2020-04-19,1,387,421,7.02,6.45,0.569999999999999
"375",8378563200,2020-04-20,1,381,409,6.82,6.35,0.470000000000001
"376",8378563200,2020-04-21,1,396,417,6.95,6.6,0.350000000000001
"377",8378563200,2020-04-22,1,441,469,7.82,7.35,0.470000000000001
"378",8378563200,2020-04-23,1,565,591,9.85,9.42,0.43
"379",8378563200,2020-04-24,1,458,492,8.2,7.63,0.569999999999999
"380",8378563200,2020-04-25,1,388,402,6.7,6.47,0.23
"382",8378563200,2020-04-26,1,550,584,9.73,9.17,0.56
"383",8378563200,2020-04-27,1,531,600,10,8.85,1.15
"384",8378563200,2020-04-28,1,506,556,9.27,8.43,0.84
"385",8378563200,2020-04-29,1,527,562,9.37,8.78,0.59
"386",8378563200,2020-04-30,1,468,555,9.25,7.8,1.45
"387",8378563200,2020-05-01,1,475,539,8.98,7.92,1.06
"388",8378563200,2020-05-02,1,351,385,6.42,5.85,0.57
"389",8378563200,2020-05-03,1,405,429,7.15,6.75,0.4
"390",8378563200,2020-05-04,1,441,477,7.95,7.35,0.6
"391",8378563200,2020-05-05,1,381,417,6.95,6.35,0.6
"392",8378563200,2020-05-06,1,323,355,5.92,5.38,0.54
"393",8378563200,2020-05-07,2,459,513,8.55,7.65,0.9
"394",8378563200,2020-05-08,1,545,606,10.1,9.08,1.02
"395",8378563200,2020-05-09,1,359,399,6.65,5.98,0.67
"396",8378563200,2020-05-10,1,342,391,6.52,5.7,0.819999999999999
"397",8378563200,2020-05-11,1,368,387,6.45,6.13,0.32
"398",8378563200,2020-05-12,1,496,546,9.1,8.27,0.83
"399",8792009665,2020-04-12,1,458,493,8.22,7.63,0.590000000000001
"400",8792009665,2020-04-13,1,531,552,9.2,8.85,0.35
"401",8792009665,2020-04-14,1,486,503,8.38,8.1,0.280000000000001
"402",8792009665,2020-04-15,1,363,377,6.28,6.05,0.23
"403",8792009665,2020-04-20,1,528,547,9.12,8.8,0.319999999999999
"404",8792009665,2020-04-22,1,391,407,6.78,6.52,0.260000000000001
"405",8792009665,2020-04-23,1,339,360,6,5.65,0.35
"406",8792009665,2020-04-27,1,423,428,7.13,7.05,0.0800000000000001
"407",8792009665,2020-04-28,1,402,416,6.93,6.7,0.23
"408",8792009665,2020-04-29,1,398,406,6.77,6.63,0.14
"409",8792009665,2020-04-30,1,343,360,6,5.72,0.28
"410",8792009665,2020-05-01,1,503,527,8.78,8.38,0.399999999999999
"411",8792009665,2020-05-02,1,415,423,7.05,6.92,0.13
